224,2010,8,5,,5,3,2.17,3.22,3.18,0,0,1,0,0
225,2010,8,6,,1,7,2.14,3.27,3.15,0,0,0,0,0
226,2010,8,6,,9,8,1.61,3.60,5.18,0,3,3,0,0
227,2010,8,7,,10,6,2.04,3.25,3.38,0,3,3,0,0
228,2010,8,8,,4,2,1.83,3.39,4.00,0,0,0,0,0
229,2010,8,13,,11,4,2.22,3.27,2.99,0,3,3,0,0
230,2010,8,13,,7,5,2.18,3.27,3.11,0,1,1,0,0
231,2010,8,14,,8,10,3.16,3.24,2.15,0,2,1,0,0
232,2010,8,14,,6,9,1.87,3.36,3.85,0,0,2,0,0
233,2010,8,15,,3,1,2.10,3.21,3.29,0,1,1,0,0
234,2010,8,20,,1,5,2.13,3.21,3.27,0,3,2,0,0
235,2010,8,21,,9,7,1.77,3.42,4.31,0,1,0,0,0
236,2010,8,21,,2,10,2.79,3.18,2.40,0,1,0,0,0
237,2010,8,22,,11,3,1.94,3.28,3.71,0,2,0,0,0
238,2010,8,22,,6,8,1.75,3.46,4.33,0,2,2,0,0
239,2010,8,27,,2,11,2.28,3.20,2.97,0,1,0,0,0
240,2010,8,28,,8,1,2.38,3.19,2.80,0,2,3,0,0
241,2010,8,28,,10,3,1.94,3.29,3.67,0,1,1,0,0
242,2010,8,29,,4,6,2.39,3.20,2.79,0,0,1,0,0
243,2010,8,29,,5,9,2.75,3.18,2.44,0,2,2,0,0
244,2010,9,3,,3,6,2.70,3.17,2.48,0,2,0,0,0
245,2010,9,4,,5,8,2.22,3.26,3.04,0,1,0,0,0
246,2010,9,4,,10,1,2.08,3.26,3.39,0,1,3,0,0
247,2010,9,5,,7,2,2.49,3.14,2.69,0,0,0,0,0
248,2010,9,5,,9,11,1.85,3.30,4.04,0,2,1,0,0
249,2010,9,10,,3,5,2.10,3.24,3.29,0,1,0,0,0
250,2010,9,11,,11,10,2.10,3.23,3.29,0,2,1,0,0
251,2010,9,11,,1,7,1.70,3.51,4.59,0,2,1,0,0
252,2010,9,12,,6,2,2.15,3.21,3.18,0,3,0,0,0
253,2010,9,12,,9,4,1.88,3.36,3.84,0,0,1,0,0
254,2010,9,15,,6,11,1.92,3.32,3.80,0,0,0,0,0
255,2010,9,17,,7,9,2.74,3.19,2.43,0,2,0,0,0
256,2010,9,18,,8,6,2.66,3.19,2.50,0,0,0,0,0
257,2010,9,18,,2,1,2.61,3.18,2.56,0,1,1,0,0
258,2010,9,19,,5,11,2.23,3.20,3.05,0,2,1,0,0
259,2010,9,19,,4,3,2.16,3.22,3.17,0,0,0,0,0
260,2010,9,22,,4,7,1.95,3.27,3.68,0,1,0,0,0
261,2010,9,24,,11,8,1.80,3.39,4.22,0,2,1,0,0
262,2010,9,24,,1,9,2.14,3.29,3.15,0,2,0,0,0
263,2010,9,25,,2,5,2.07,3.25,3.40,0,4,0,0,0
264,2010,9,25,,7,6,2.50,3.15,2.70,0,0,0,0,0
265,2010,9,26,,10,4,2.18,3.22,3.14,0,1,1,0,0
266,2010,9,29,,10,8,1.87,3.33,3.92,0,1,1,0,0
267,2010,10,1,,4,11,2.12,3.18,3.29,0,3,1,0,0
268,2010,10,2,,3,8,1.76,3.38,4.41,0,3,2,0,0
269,2010,10,3,,9,2,2.13,3.20,3.25,0,1,2,0,0
270,2010,10,4,,10,1,2.80,3.21,2.37,0,1,2,0,0
271,2010,10,8,,5,6,2.94,3.14,2.33,0,2,1,0,0
272,2010,10,15,,8,9,2.41,3.19,2.78,0,2,1,0,0
273,2010,10,16,,6,10,2.15,3.24,3.18,0,3,0,0,0
274,2010,10,16,,2,7,1.75,3.41,4.42,0,1,1,0,0
275,2010,10,17,,11,5,1.92,3.35,3.73,0,2,2,0,0
276,2010,10,17,,4,1,2.48,3.12,2.74,0,0,0,0,0
277,2010,10,20,,2,3,2.20,3.21,3.09,0,2,0,0,0
278,2010,10,22,,1,11,1.57,3.74,5.40,0,3,0,0,0
279,2010,10,23,,5,4,2.43,3.18,2.74,0,0,0,0,0
280,2010,10,23,,2,6,2.12,3.26,3.24,0,2,1,0,0
281,2010,10,24,,9,10,2.21,3.23,3.07,0,0,3,0,0
282,2010,10,29,,6,1,2.43,3.18,2.74,0,2,1,0,0
283,2010,10,30,,10,2,2.36,3.15,2.88,0,1,1,0,0
284,2010,10,30,,3,9,1.97,3.28,3.59,0,5,0,0,0
285,2010,10,31,,7,5,2.33,3.17,2.89,0,0,2,0,0
286,2010,10,31,,8,4,2.57,3.17,2.60,0,1,2,0,0
287,2010,11,3,,11,2,2.55,3.18,2.61,0,1,4,0,0
288,2010,11,3,,9,5,2.46,3.20,2.70,0,0,0,0,0
289,2010,11,5,,8,3,2.68,3.21,2.47,0,0,1,0,0
290,2010,11,6,,6,4,2.13,3.26,3.22,0,0,1,0,0
291,2010,11,6,,2,1,2.18,3.28,3.09,0,4,0,0,0
292,2010,11,7,,10,7,1.82,3.39,4.10,0,1,0,0,0
293,2010,11,7,,9,11,2.11,3.27,3.27,0,0,1,0,0
294,2010,11,10,,1,9,1.57,3.69,5.52,0,2,0,0,0
295,2010,11,10,,8,5,2.53,3.16,2.65,0,2,3,0,0
296,2010,11,12,,4,10,1.96,3.25,3.68,0,3,1,0,0
297,2010,11,13,,11,3,2.36,3.17,2.84,0,0,3,0,0
298,2010,11,13,,7,1,3.02,3.22,2.23,0,3,1,0,0
299,2010,11,14,,5,2,3.09,3.22,2.19,0,1,2,0,0
300,2010,11,14,,9,6,2.80,3.20,2.39,0,3,1,0,0
301,2010,11,17,,7,2,3.43,3.25,2.04,0,1,1,0,0
302,2010,11,18,,6,3,2.36,3.18,2.83,0,2,2,0,0
303,2010,11,19,,5,1,2.34,3.20,2.83,0,0,2,0,0
304,2010,11,20,,7,11,1.95,3.27,3.64,0,1,0,0,0
305,2010,11,20,,2,8,1.45,4.01,6.60,0,1,1,0,0
306,2010,11,21,,10,9,1.88,3.34,3.84,0,2,0,0,0
307,2010,11,21,,3,4,2.38,3.15,2.85,0,2,3,0,0
308,2010,11,24,,11,5,2.23,3.23,3.02,0,2,0,0,0
309,2010,11,24,,7,3,2.51,3.12,2.68,0,1,1,0,0
310,2010,11,24,,2,9,1.44,4.04,6.76,0,3,2,0,0
311,2010,11,26,,1,4,2.27,3.19,2.95,0,2,1,0,0
312,2010,11,27,,11,6,2.46,3.19,2.69,0,2,2,0,0
313,2010,11,27,,5,10,2.24,3.21,3.01,0,0,0,0,0
314,2010,11,28,,3,2,2.57,3.16,2.59,0,1,5,0,0
315,2010,11,28,,8,9,1.94,3.39,3.63,0,1,1,0,0
316,2010,12,1,,10,11,1.69,3.54,4.66,0,3,1,0,0
317,2010,12,1,,4,8,1.54,3.73,5.67,0,1,2,0,0
318,2010,12,3,,6,2,2.84,3.24,2.32,0,3,3,0,0
319,2010,12,4,,3,10,2.19,3.27,3.04,0,4,0,0,0
320,2010,12,4,,8,7,2.34,3.20,2.84,0,0,2,0,0
321,2010,12,5,,11,1,2.99,3.26,2.23,0,2,1,0,0
322,2010,12,5,,4,5,1.85,3.44,3.86,0,3,0,0,0
323,2010,12,8,,5,7,2.20,3.25,3.05,0,0,2,0,0
324,2010,12,10,,1,8,1.43,4.12,6.74,0,2,0,0,0
325,2010,12,11,,5,6,3.07,3.27,2.18,0,1,3,0,0
326,2010,12,11,,4,11,1.60,3.72,5.14,0,2,0,0,0
