gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
692,2013,10,27,,11,7,1.74,3.59,4.54,0,0,0,0,0
693,2013,11,1,,12,1,1.48,4.05,6.57,0,2,1,0,0
694,2013,11,2,,7,3,3.52,3.31,2.05,0,2,2,0,0
695,2013,11,2,,9,10,1.78,3.60,4.25,0,1,0,0,0
696,2013,11,3,,2,5,1.49,4.02,6.46,0,3,0,0,0
697,2013,11,4,,6,11,1.50,4.04,6.25,0,3,2,0,0
698,2013,11,8,,5,12,4.47,3.44,1.79,0,0,1,0,0
699,2013,11,9,,10,6,2.78,3.47,2.37,0,3,2,0,0
700,2013,11,9,,1,7,2.19,3.41,3.13,0,1,2,0,0
701,2013,11,9,,11,9,2.02,3.31,3.60,0,1,1,0,0
702,2013,11,10,,3,2,2.08,3.35,3.39,0,0,1,0,0
703,2013,11,15,,5,10,2.22,3.31,3.10,0,0,2,0,0
704,2013,11,16,,12,6,1.73,3.63,4.52,0,1,0,0,0
705,2013,11,16,,9,1,1.73,3.61,4.54,0,1,1,0,0
706,2013,11,17,,7,2,3.01,3.23,2.32,0,2,1,0,0
707,2013,11,22,,2,12,2.29,3.20,3.06,0,3,1,0,0
708,2013,11,23,,9,3,2.78,3.15,2.52,0,1,2,0,0
709,2013,11,23,,6,1,1.61,3.88,5.12,0,3,0,0,0
710,2013,11,23,,10,11,1.81,3.55,4.15,0,2,1,0,0
711,2013,11,24,,7,5,1.82,3.52,4.13,0,3,1,0,0
712,2013,11,29,,3,6,1.95,3.43,3.67,0,0,0,0,0
713,2013,11,30,,10,7,2.42,3.26,2.83,0,2,0,0,0
714,2013,11,30,,2,9,1.39,4.51,7.62,0,1,0,0,0
715,2013,12,1,,5,1,2.17,3.28,3.20,0,3,3,0,0
716,2013,12,1,,11,12,3.54,3.34,2.03,0,0,0,0,0
717,2013,12,6,,9,11,2.10,3.25,3.42,0,4,2,0,0
718,2013,12,6,,1,2,4.40,3.65,1.74,0,1,2,0,0
719,2013,12,7,,3,10,1.68,3.67,4.81,0,1,0,0,0
720,2013,12,7,,12,5,1.35,4.62,8.53,0,1,1,0,0
721,2013,12,8,,6,7,1.64,3.79,5.01,0,1,2,0,0
722,2013,12,13,,6,9,1.53,4.09,5.62,0,2,0,0,0
723,2013,12,14,,7,12,3.42,3.29,2.09,0,0,1,0,0
724,2013,12,14,,1,3,3.05,3.25,2.27,0,4,0,0,0
725,2013,12,14,,11,2,3.37,3.37,2.07,0,1,2,0,0
726,2013,12,15,,10,5,1.74,3.62,4.45,0,2,1,0,0
727,2013,12,19,,3,11,1.78,3.50,4.35,0,1,0,0,0
728,2013,12,20,,2,7,1.50,4.02,6.22,0,0,2,0,0
729,2013,12,21,,5,6,3.83,3.50,1.89,0,1,3,0,0
730,2013,12,22,,9,1,2.09,3.31,3.41,0,0,0,0,0
731,2013,12,22,,11,10,1.95,3.52,3.62,0,1,0,0,0
732,2013,12,23,,12,3,1.70,3.52,4.83,0,2,0,0,0
733,2013,12,26,,10,2,3.27,3.36,2.11,0,2,5,0,0
734,2013,12,27,,5,11,2.17,3.28,3.24,0,0,1,0,0
735,2013,12,28,,6,12,2.34,3.20,3.00,0,1,1,0,0
736,2013,12,29,,1,7,2.16,3.34,3.17,0,1,0,0,0
737,2013,12,31,,3,9,1.56,3.80,5.76,0,2,1,0,0
738,2014,1,1,,12,11,1.39,4.43,7.63,0,1,3,0,0
739,2014,1,3,,1,10,1.79,3.60,4.20,0,2,2,0,0
740,2014,1,4,,6,2,2.48,3.31,2.72,0,0,3,0,0
741,2014,1,4,,7,9,1.64,3.57,5.45,0,0,1,0,0
742,2014,1,5,,3,5,1.70,3.61,4.89,0,0,0,0,0
743,2014,1,10,,9,5,2.06,3.32,3.56,0,3,0,0,0
744,2014,1,10,,7,6,2.48,3.31,2.72,0,1,1,0,0
745,2014,1,11,,12,10,1.45,4.32,6.59,0,1,0,0,0
746,2014,1,11,,2,1,1.35,4.81,8.00,0,1,2,0,0
747,2014,1,12,,11,3,2.12,3.31,3.33,0,1,1,0,0
748,2014,1,14,,6,12,2.72,3.21,2.54,0,3,1,0,0
749,2014,1,17,,9,2,3.75,3.37,1.96,0,0,0,0,0
750,2014,1,17,,5,7,2.46,3.25,2.79,0,3,1,0,0
751,2014,1,18,,10,3,2.82,3.25,2.43,0,0,1,0,0
752,2014,1,18,,11,6,2.38,3.38,2.86,0,5,0,0,0
753,2014,1,19,,1,12,2.71,3.29,2.51,0,1,0,0,0
754,2014,1,24,,2,11,1.57,3.97,5.38,0,2,1,0,0
755,2014,1,25,,3,7,2.12,3.24,3.45,0,3,0,0,0
756,2014,1,25,,1,5,1.83,3.51,4.12,0,2,2,0,0
757,2014,1,26,,12,9,1.55,3.78,6.08,0,3,1,0,0
758,2014,1,26,,6,10,1.79,3.65,4.20,0,0,5,0,0
759,2014,1,31,,9,6,2.00,3.44,3.56,0,1,1,0,0
760,2014,1,31,,5,10,2.13,3.44,3.24,0,2,1,0,0
761,2014,2,1,,7,12,3.53,3.31,2.06,0,2,2,0,0
762,2014,2,1,,11,1,1.98,3.48,3.59,0,2,1,0,0
763,2014,2,2,,2,3,1.73,3.58,4.71,0,2,1,0,0
764,2014,2,7,,12,2,2.41,3.22,2.89,0,1,1,0,0
765,2014,2,8,,10,1,2.23,3.36,3.06,0,0,3,0,0
766,2014,2,8,,3,6,1.99,3.38,3.67,0,1,3,0,0
767,2014,2,9,,7,11,2.01,3.41,3.58,0,2,3,0,0
768,2014,2,9,,5,9,2.20,3.24,3.28,0,2,1,0,0
769,2014,2,14,,1,3,2.20,3.34,3.15,0,2,0,0,0
770,2014,2,15,,10,9,2.08,3.34,3.44,0,2,1,0,0
771,2014,2,16,,2,7,1.41,4.45,7.36,0,0,1,0,0
772,2014,2,16,,11,5,1.73,3.67,4.50,0,0,5,0,0
773,2014,2,21,,3,11,2.21,3.28,3.20,0,1,4,0,0
774,2014,2,22,,9,12,2.92,3.11,2.45,0,0,2,0,0
775,2014,2,22,,6,1,2.07,3.44,3.38,0,4,3,0,0
776,2014,2,22,,7,10,1.93,3.47,3.77,0,0,2,0,0
777,2014,2,23,,5,2,3.19,3.43,2.15,0,1,0,0,0
778,2014,2,27,,1,11,2.02,3.40,3.53,0,5,1,0,0
779,2014,2,28,,2,9,1.30,4.96,10.00,0,3,1,0,0
780,2014,3,1,,5,6,2.23,3.45,2.98,0,4,0,0,0
781,2014,3,1,,3,10,2.33,3.28,2.95,0,2,1,0,0
782,2014,3,2,,12,7,1.61,3.74,5.38,0,0,2,0,0
783,2014,3,7,,6,3,2.14,3.37,3.25,0,3,1,0,0
784,2014,3,8,,10,12,3.39,3.33,2.10,0,3,1,0,0
785,2014,3,8,,7,5,2.56,3.27,2.67,0,1,0,0,0
786,2014,3,9,,2,1,1.78,3.59,4.37,0,2,1,0,0
787,2014,3,9,,11,9,1.68,3.70,4.81,0,1,1,0,0
788,2014,3,14,,10,2,3.59,3.51,1.97,0,1,1,0,0
789,2014,3,15,,9,6,2.48,3.30,2.74,0,1,2,0,0
790,2014,3,15,,3,7,2.35,3.22,2.99,0,3,1,0,0
791,2014,3,15,,12,1,1.83,3.52,4.17,0,0,0,0,0
792,2014,3,16,,5,11,1.74,3.72,4.42,0,2,2,0,0
793,2014,3,21,,1,10,1.71,3.76,4.57,0,3,1,0,0
794,2014,3,22,,2,6,1.58,3.96,5.38,0,1,0,0,0
795,2014,3,22,,7,11,1.89,3.56,3.84,0,5,0,0,0
796,2014,3,23,,12,9,1.37,4.53,8.43,0,3,0,0,0
797,2014,3,23,,5,3,1.73,3.63,4.55,0,1,2,0,0
798,2014,3,28,,2,5,1.70,3.73,4.71,0,2,1,0,0
799,2014,3,29,,6,10,1.84,3.64,3.96,0,1,1,0,0
800,2014,3,29,,3,12,2.94,3.25,2.37,0,2,1,0,0
801,2014,3,30,,9,7,3.07,3.32,2.25,0,2,1,0,0
802,2014,3,30,,11,1,2.13,3.41,3.23,0,0,1,0,0
803,2014,4,4,,1,5,1.74,3.68,4.47,0,2,2,0,0
804,2014,4,5,,9,3,2.82,3.24,2.45,0,3,1,0,0
805,2014,4,5,,12,2,2.09,3.33,3.39,0,1,1,0,0
806,2014,4,5,,7,6,2.10,3.51,3.25,0,2,2,0,0
807,2014,4,6,,10,11,1.86,3.59,3.87,0,4,1,0,0
808,2014,4,11,,7,1,2.54,3.42,2.60,0,2,0,0,0
809,2014,4,12,,2,3,1.62,3.86,5.16,0,0,2,0,0
810,2014,4,12,,5,12,2.96,3.45,2.25,0,2,3,0,0
811,2014,4,12,,11,6,2.63,3.45,2.49,0,1,4,0,0
812,2014,4,13,,10,9,1.69,3.71,4.72,0,2,1,0,0
813,2014,4,18,,6,10,1.86,3.62,3.88,0,2,1,0,0
814,2014,4,19,,3,1,2.41,3.25,2.86,0,1,0,0,0
815,2014,4,26,,12,3,1.68,3.56,5.17,0,2,0,0,0
816,2014,4,27,,2,6,1.55,4.01,5.64,0,1,0,0,0
817,2014,5,3,,2,12,2.24,3.23,3.18,-1,1,1,0,0
818,2014,10,10,,6,12,2.28,3.30,3.04,0,4,1,0,0
819,2014,10,11,,10,5,2.46,3.32,2.76,0,1,1,0,0
820,2014,10,11,,3,7,1.87,3.45,4.07,0,1,0,0,0
821,2014,10,12,,2,1,1.82,3.59,4.18,0,1,2,0,0
822,2014,10,12,,11,9,2.31,3.31,2.98,0,1,2,0,0
823,2014,10,17,,1,6,2.35,3.41,2.85,0,1,1,0,0
824,2014,10,18,,10,12,2.70,3.25,2.56,0,3,2,0,0
825,2014,10,18,,3,11,1.80,3.54,4.34,0,1,2,0,0
826,2014,10,19,,9,2,2.60,3.19,2.69,0,3,2,0,0
827,2014,10,19,,5,7,1.70,3.69,4.78,0,1,1,0,0
828,2014,10,24,,2,10,1.91,3.56,3.74,0,0,2,0,0
829,2014,10,25,,6,5,2.13,3.42,3.25,0,5,2,0,0
830,2014,10,26,,1,9,1.89,3.46,3.99,0,2,0,0,0
831,2014,10,26,,11,7,2.04,3.38,3.53,0,4,1,0,0
832,2014,10,31,,5,1,2.38,3.38,2.83,0,1,2,0,0
833,2014,11,1,,9,7,1.86,3.43,4.16,0,2,1,0,0
834,2014,11,2,,10,3,1.83,3.53,4.15,0,2,0,0,0
835,2014,11,3,,6,11,1.98,3.58,3.52,0,2,0,0,0
836,2014,11,7,,1,10,1.99,3.48,3.58,0,0,0,0,0
837,2014,11,7,,11,12,2.25,3.33,3.09,0,1,0,0,0
838,2014,11,8,,2,5,1.98,3.46,3.67,0,1,3,0,0
839,2014,11,8,,7,6,3.13,3.43,2.18,0,2,2,0,0
840,2014,11,9,,3,9,2.28,3.23,3.10,0,0,1,0,0
841,2014,11,14,,7,2,2.37,3.30,2.89,0,0,4,0,0
842,2014,11,15,,9,12,1.86,3.56,3.97,0,2,1,0,0
843,2014,11,15,,10,6,2.25,3.37,3.04,0,0,0,0,0
844,2014,11,15,,1,11,1.52,4.06,6.05,0,2,1,0,0
845,2014,11,16,,5,3,1.81,3.50,4.28,0,2,2,0,0
846,2014,11,19,,12,3,1.74,3.53,4.72,0,0,0,0,0
847,2014,11,21,,9,11,1.68,3.74,4.78,0,2,1,0,0
848,2014,11,21,,6,2,1.96,3.52,3.59,0,1,0,0,0
849,2014,11,22,,5,10,2.18,3.35,3.19,0,1,2,0,0
850,2014,11,22,,12,7,1.73,3.60,4.67,0,1,1,0,0
851,2014,11,23,,3,1,3.22,3.33,2.17,0,0,2,0,0
852,2014,11,28,,6,1,2.20,3.35,3.13,0,3,2,0,0
853,2014,11,29,,12,10,2.38,3.25,2.93,0,1,1,0,0
854,2014,11,29,,2,9,2.20,3.36,3.14,0,1,1,0,0
855,2014,11,30,,7,3,2.24,3.24,3.16,0,1,1,0,0
856,2014,11,30,,11,5,2.21,3.41,3.10,0,5,1,0,0
857,2014,12,3,,12,2,1.91,3.39,3.91,0,0,1,0,0
858,2014,12,4,,10,9,2.20,3.33,3.22,0,1,2,0,0
859,2014,12,5,,3,6,3.92,3.48,1.89,0,0,3,0,0
860,2014,12,6,,1,12,1.68,3.63,5.06,0,2,0,0,0
861,2014,12,6,,7,11,2.56,3.32,2.64,0,1,3,0,0
862,2014,12,7,,5,2,2.32,3.45,2.86,0,1,0,0,0
863,2014,12,12,,9,7,1.39,4.48,7.65,0,2,0,0,0
864,2014,12,12,,1,2,1.59,3.87,5.41,0,0,1,0,0
865,2014,12,13,,6,10,1.76,3.64,4.39,0,3,3,0,0
866,2014,12,13,,11,3,1.72,3.70,4.54,0,1,1,0,0
867,2014,12,19,,7,1,4.61,3.67,1.73,0,2,1,0,0
868,2014,12,20,,9,3,1.51,3.93,6.47,0,4,1,0,0
869,2014,12,20,,5,6,3.22,3.44,2.13,0,1,0,0,0
870,2014,12,21,,10,11,1.94,3.53,3.70,0,0,2,0,0
871,2014,12,26,,10,1,2.72,3.35,2.47,0,0,3,0,0
872,2014,12,26,,5,9,2.51,3.31,2.70,0,1,1,0,0
873,2014,12,27,,6,7,1.42,4.56,6.82,0,1,0,0,0
874,2014,12,27,,3,2,2.70,3.14,2.62,0,3,3,0,0
875,2014,12,28,,11,12,1.90,3.43,3.97,0,1,0,0,0
876,2014,12,30,,2,10,2.10,3.32,3.43,0,0,0,0,0
877,2014,12,30,,7,5,3.03,3.28,2.30,0,2,5,0,0
878,2014,12,31,,1,11,1.75,3.68,4.58,0,1,3,0,0
879,2015,1,1,,12,3,2.00,3.30,3.75,0,0,0,0,0
880,2015,1,2,,6,9,2.05,3.39,3.46,0,1,2,0,0
881,2015,1,3,,10,7,1.76,3.61,4.46,0,0,0,0,0
882,2015,1,4,,3,5,3.07,3.30,2.26,0,2,0,0,0
883,2015,1,4,,11,2,2.08,3.36,3.42,0,3,0,0,0
884,2015,1,5,,9,1,2.23,3.29,3.12,0,1,2,0,0
885,2015,1,6,,12,6,2.83,3.38,2.38,0,1,2,0,0
886,2015,1,24,,3,10,2.67,3.16,2.63,0,1,5,0,0
887,2015,1,24,,1,7,1.41,4.36,7.49,0,7,0,0,0
888,2015,1,25,,9,6,2.13,3.38,3.26,0,3,3,0,0
889,2015,2,1,,5,12,1.92,3.45,3.84,0,2,1,0,0
890,2015,2,2,,2,11,2.30,3.39,2.93,0,3,2,0,0
891,2015,2,6,,7,2,4.45,3.70,1.74,0,1,2,0,0
892,2015,2,7,,9,10,1.92,3.48,3.80,0,1,3,0,0
893,2015,2,7,,6,5,2.02,3.54,3.41,0,3,0,0,0
894,2015,2,7,,3,1,4.13,3.53,1.83,0,2,1,0,0
895,2015,2,8,,12,11,2.53,3.29,2.68,0,2,0,0,0
896,2015,2,13,,3,2,2.70,3.22,2.56,0,0,2,0,0
897,2015,2,14,,10,6,2.61,3.41,2.53,0,3,3,0,0
898,2015,2,14,,7,12,3.46,3.47,2.03,0,1,1,0,0
899,2015,2,14,,11,5,1.97,3.58,3.53,0,0,0,0,0
900,2015,2,15,,1,9,1.73,3.72,4.50,0,1,1,0,0
901,2015,2,21,,1,12,1.49,4.21,6.19,0,2,1,0,0
902,2015,2,21,,10,3,1.54,4.03,5.70,0,4,2,0,0
903,2015,2,22,,5,9,2.12,3.37,3.31,0,0,0,0,0
904,2015,2,22,,11,7,1.41,4.62,7.01,0,2,2,0,0
905,2015,2,27,,5,1,2.72,3.38,2.48,0,3,1,0,0
906,2015,2,28,,9,2,2.05,3.35,3.58,0,2,2,0,0
907,2015,2,28,,12,10,3.09,3.40,2.23,0,3,4,0,0
908,2015,2,28,,7,3,2.91,3.33,2.36,0,0,0,0,0
909,2015,3,1,,6,11,1.68,3.94,4.60,0,2,3,0,0
910,2015,3,6,,7,10,4.59,3.83,1.70,0,0,1,0,0
911,2015,3,7,,6,9,1.75,3.71,4.41,0,1,1,0,0
912,2015,3,7,,11,1,2.83,3.46,2.35,0,2,0,0,0
913,2015,3,8,,2,12,1.81,3.53,4.31,0,1,0,0,0
914,2015,3,8,,3,5,3.14,3.37,2.21,0,1,0,0,0
915,2015,3,11,,12,5,2.73,3.20,2.52,0,3,2,0,0
916,2015,3,12,,1,3,1.40,4.66,7.34,0,2,1,0,0
917,2015,3,13,,12,6,3.85,3.63,1.89,0,0,3,0,0
918,2015,3,14,,9,11,1.93,3.56,3.71,0,1,2,0,0
919,2015,3,14,,5,7,1.40,4.68,7.11,0,4,0,0,0
920,2015,3,15,,10,2,1.95,3.50,3.74,0,5,4,0,0
921,2015,3,20,,10,5,1.84,3.73,3.95,0,0,1,0,0
922,2015,3,21,,1,6,1.97,3.58,3.58,0,2,2,0,0
923,2015,3,21,,12,7,1.90,3.49,3.98,0,1,2,0,0
924,2015,3,22,,2,11,2.07,3.48,3.33,0,1,2,0,0
925,2015,3,22,,3,9,2.76,3.27,2.51,0,1,1,0,0
926,2015,3,25,,2,12,1.82,3.58,4.25,0,1,4,0,0
927,2015,3,27,,6,3,1.50,4.35,5.87,0,2,1,0,0
928,2015,3,28,,9,12,1.71,3.83,4.57,0,3,2,0,0
929,2015,3,28,,5,2,1.75,3.76,4.41,0,1,0,0,0
930,2015,3,29,,7,1,5.33,4.01,1.59,0,0,1,0,0
931,2015,3,29,,11,10,2.22,3.48,3.01,0,0,3,0,0
932,2015,4,2,,2,3,1.87,3.56,3.95,0,6,1,0,0
933,2015,4,3,,12,5,2.92,3.38,2.33,0,1,1,0,0
934,2015,4,4,,10,1,2.30,3.41,2.93,0,0,1,0,0
935,2015,4,5,,11,6,2.49,3.44,2.64,0,0,3,0,0
936,2015,4,6,,7,9,3.88,3.54,1.89,0,0,2,0,0
937,2015,4,10,,9,10,2.94,3.47,2.29,0,0,3,0,0
938,2015,4,10,,6,7,1.23,6.18,10.79,0,0,1,0,0
939,2015,4,11,,3,12,2.62,3.32,2.60,0,1,0,0,0
940,2015,4,11,,1,2,1.63,3.93,4.98,0,2,3,0,0
941,2015,4,12,,5,11,1.94,3.66,3.60,0,0,0,0,0
942,2015,4,15,,2,6,2.69,3.47,2.46,0,1,2,0,0
943,2015,4,17,,7,10,6.21,4.41,1.47,0,3,4,0,0
944,2015,4,17,,11,3,1.53,4.18,5.62,0,3,2,0,0
945,2015,4,18,,2,6,3.92,3.75,1.83,0,0,1,0,0
946,2015,4,18,,12,1,3.51,3.49,2.03,0,2,1,0,0
947,2015,4,19,,9,5,2.72,3.42,2.46,0,3,1,0,0
948,2015,4,24,,2,7,1.93,3.78,3.50,0,2,1,0,0
949,2015,4,25,,1,5,1.97,3.57,3.57,0,4,1,0,0
950,2015,4,25,,12,9,2.30,3.42,2.95,0,1,2,0,0
951,2015,4,26,,6,3,1.37,4.96,7.47,0,3,1,0,0
952,2015,4,26,,11,10,2.33,3.56,2.82,0,1,2,0,0
953,2015,5,1,,1,2,1.87,3.59,3.99,0,2,1,0,0
954,2015,5,3,,11,5,2.09,3.42,3.40,0,0,2,0,0
955,2015,5,8,,6,5,1.92,3.55,3.80,0,3,0,0,0
956,2015,5,9,,10,1,2.21,3.38,3.16,0,4,1,0,0
957,2015,5,16,,6,10,2.12,3.41,3.33,0,3,0,0,0
958,2015,10,8,,12,2,2.18,3.38,3.26,0,1,3,0,0
959,2015,10,9,,1,6,2.72,3.51,2.44,0,0,0,0,0
960,2015,10,10,,10,5,2.07,3.56,3.36,0,1,1,0,0
961,2015,10,10,,3,9,2.57,3.24,2.75,0,3,2,0,0
962,2015,10,11,,11,7,1.72,3.83,4.58,0,1,2,0,0
963,2015,10,16,,1,12,1.86,3.60,4.10,0,1,1,0,0
964,2015,10,17,,6,5,1.92,3.65,3.75,0,3,2,0,0
965,2015,10,17,,7,10,3.57,3.56,2.01,0,0,1,0,0
966,2015,10,18,,9,11,2.17,3.50,3.18,0,1,2,0,0
967,2015,10,18,,2,3,1.81,3.71,4.19,0,2,1,0,0
968,2015,10,23,,7,6,5.17,4.06,1.61,0,1,0,0,0
969,2015,10,24,,10,12,2.13,3.40,3.35,0,1,0,0,0
970,2015,10,24,,11,2,2.39,3.50,2.81,0,3,2,0,0
971,2015,10,25,,9,1,2.79,3.33,2.50,0,3,1,0,0
972,2015,10,25,,5,3,1.74,3.89,4.37,0,3,1,0,0
973,2015,10,30,,5,7,1.64,3.96,5.01,0,2,3,0,0
974,2015,10,31,,2,1,2.17,3.50,3.17,0,3,0,0,0
975,2015,10,31,,3,10,3.34,3.57,2.08,0,1,3,0,0
976,2015,11,1,,12,9,1.75,3.71,4.56,0,1,0,0,0
977,2015,11,2,,6,11,1.57,4.32,5.25,0,3,0,0,0
978,2015,11,5,,1,5,2.30,3.48,2.97,0,2,4,0,0
979,2015,11,6,,10,2,2.14,3.60,3.16,0,0,0,0,0
980,2015,11,7,,7,12,3.49,3.45,2.04,0,1,2,0,0
981,2015,11,8,,3,11,2.66,3.55,2.49,0,1,1,0,0
982,2015,11,13,,5,12,2.40,3.45,2.78,0,0,3,0,0
983,2015,11,13,,11,1,2.46,3.47,2.72,0,4,2,0,0
984,2015,11,14,,10,6,2.59,3.42,2.62,0,2,4,0,0
985,2015,11,14,,7,3,2.25,3.42,3.09,0,1,1,0,0
986,2015,11,15,,2,9,1.68,3.93,4.81,0,1,0,0,0
987,2015,11,19,,6,3,1.42,4.86,6.58,0,2,1,0,0
988,2015,11,20,,2,5,1.92,3.70,3.71,0,1,1,0,0
989,2015,11,21,,9,10,3.31,3.42,2.14,0,0,0,0,0
990,2015,11,21,,12,11,1.72,3.83,4.65,0,2,1,0,0
991,2015,11,22,,1,7,1.67,4.05,4.69,0,0,0,0,0
992,2015,11,26,,10,11,1.81,3.72,4.18,0,0,0,0,0
993,2015,11,27,,5,9,1.63,4.07,4.98,0,5,1,0,0
994,2015,11,28,,6,1,1.58,4.29,5.08,0,2,1,0,0
995,2015,11,28,,7,2,3.70,3.54,1.97,0,1,1,0,0
996,2015,11,29,,3,12,3.70,3.70,1.93,0,0,2,0,0
997,2015,12,3,,3,5,3.60,3.81,1.93,0,1,5,0,0
998,2015,12,4,,10,7,1.51,4.38,5.97,0,1,0,0,0
999,2015,12,5,,12,2,1.95,3.54,3.80,0,2,1,0,0
1000,2015,12,5,,11,6,3.50,3.71,1.99,0,2,0,0,0
1001,2015,12,6,,1,9,1.80,3.76,4.45,0,1,0,0,0
1002,2015,12,11,,1,10,2.57,3.35,2.70,0,2,1,0,0
1003,2015,12,12,,9,3,1.93,3.53,3.89,0,2,1,0,0
1004,2015,12,12,,12,6,2.42,3.41,2.84,0,2,0,0,0
1005,2015,12,12,,2,11,1.96,3.46,3.86,0,2,1,0,0
1006,2015,12,13,,7,5,3.94,3.75,1.85,0,0,4,0,0
1007,2015,12,16,,9,6,3.69,3.57,1.97,0,1,0,0,0
1008,2015,12,18,,7,1,3.50,3.53,2.09,0,0,0,0,0
1009,2015,12,19,,9,12,3.91,3.47,1.95,0,2,2,0,0
1010,2015,12,19,,5,6,2.48,3.54,2.69,0,2,1,0,0
1011,2015,12,19,,11,10,2.51,3.42,2.73,0,1,1,0,0
1012,2015,12,20,,3,2,4.53,3.81,1.74,0,0,1,0,0
1013,2015,12,24,,12,7,1.39,4.79,7.80,0,2,0,0,0
1014,2015,12,26,,10,3,1.43,4.57,7.11,0,4,1,0,0
1015,2015,12,26,,1,11,1.68,3.94,4.79,0,3,0,0,0
1016,2015,12,27,,2,5,2.15,3.64,3.12,0,3,1,0,0
1017,2015,12,27,,6,9,1.39,4.74,8.01,0,1,1,0,0
1018,2015,12,31,,3,11,2.87,3.42,2.34,0,3,1,0,0
1019,2016,1,1,,12,1,1.81,3.62,4.39,0,0,0,0,0
1020,2016,1,2,,5,10,2.72,3.47,2.47,0,2,2,0,0
1021,2016,1,2,,2,9,1.49,4.27,6.63,0,2,1,0,0
1022,2016,1,3,,7,6,5.40,4.01,1.61,0,0,1,0,0
1023,2016,1,8,,3,6,6.82,4.57,1.44,0,3,3,0,0
1024,2016,1,9,,9,1,3.16,3.42,2.19,0,1,3,0,0
1025,2016,1,9,,5,12,2.69,3.58,2.43,0,3,2,0,0
1026,2016,1,9,,10,7,1.44,4.49,6.82,0,2,0,0,0
1027,2016,1,10,,11,2,3.87,3.63,1.89,0,0,0,0,0
1028,2016,1,15,,6,2,2.24,3.45,3.10,0,4,0,0,0
1029,2016,1,16,,9,5,2.94,3.69,2.21,0,2,2,0,0
1030,2016,1,16,,12,10,2.04,3.39,3.64,0,1,2,0,0
1031,2016,1,16,,1,3,1.42,4.72,6.78,0,3,1,0,0
1032,2016,1,17,,7,11,2.47,3.27,2.86,0,3,1,0,0
1033,2016,1,22,,2,1,2.19,3.51,3.10,0,1,4,0,0
1034,2016,1,23,,3,12,6.15,4.30,1.51,0,1,2,0,0
1035,2016,1,24,,7,9,2.64,3.28,2.68,0,1,6,0,0
1036,2016,1,25,,5,11,1.50,4.70,5.62,0,3,1,0,0
1037,2016,1,26,,6,10,1.97,3.43,3.72,0,1,0,0,0
1038,2016,1,29,,12,5,1.76,4.04,4.10,0,4,3,0,0
1039,2016,1,30,,9,6,3.73,3.73,1.92,0,3,2,0,0
1040,2016,1,30,,10,2,2.07,3.39,3.54,0,1,3,0,0
1041,2016,1,30,,11,3,2.22,3.57,3.07,0,1,3,0,0
1042,2016,1,31,,1,7,1.30,5.48,9.43,0,1,0,0,0
1043,2016,2,5,,1,10,2.34,3.40,2.92,0,2,2,0,0
1044,2016,2,6,,6,12,2.37,3.45,2.85,0,1,1,0,0
1045,2016,2,6,,2,3,1.33,5.42,8.14,0,4,0,0,0
1046,2016,2,7,,7,5,4.24,4.09,1.72,0,2,1,0,0
1047,2016,2,7,,11,9,2.59,3.54,2.55,0,0,1,0,0
1048,2016,2,12,,2,7,1.41,4.78,6.98,0,2,2,0,0
1049,2016,2,13,,5,6,2.85,3.64,2.25,0,2,2,0,0
1050,2016,2,13,,10,9,1.63,4.01,5.08,0,1,2,0,0
1051,2016,2,14,,3,1,4.42,3.96,1.72,0,2,3,0,0
1052,2016,2,14,,12,11,1.47,4.45,6.28,0,2,5,0,0
1053,2016,2,19,,6,1,1.99,3.65,3.49,0,0,1,0,0
1054,2016,2,20,,9,2,2.71,3.48,2.46,0,6,3,0,0
1055,2016,2,20,,10,12,2.56,3.44,2.63,0,1,1,0,0
1056,2016,2,20,,7,11,2.56,3.55,2.58,0,3,2,0,0
1057,2016,2,21,,5,3,1.47,4.92,5.59,0,4,1,0,0
1058,2016,2,26,,12,9,1.60,4.20,4.83,0,2,1,0,0
1059,2016,2,26,,11,5,2.70,3.70,2.36,0,2,1,0,0
1060,2016,2,27,,6,10,2.10,3.56,3.27,0,1,1,0,0
1061,2016,2,27,,1,2,2.17,3.55,3.12,0,3,0,0,0
1062,2016,2,28,,3,7,2.89,3.56,2.31,0,0,1,0,0
1063,2016,3,4,,2,12,2.14,3.53,3.11,0,3,2,0,0
1064,2016,3,5,,5,10,2.06,3.64,3.27,0,3,0,0,0
1065,2016,3,5,,11,1,3.06,3.65,2.17,0,0,4,0,0
1066,2016,3,6,,3,6,6.04,4.50,1.48,0,0,2,0,0
1067,2016,3,7,,9,7,1.52,4.38,5.60,0,2,0,0,0
1068,2016,3,11,,1,5,1.98,3.84,3.37,0,0,1,0,0
1069,2016,3,12,,9,3,1.37,5.15,7.38,0,4,0,0,0
1070,2016,3,12,,2,6,2.35,3.51,2.86,0,5,0,0,0
1071,2016,3,12,,10,11,1.61,4.16,5.07,0,1,3,0,0
1072,2016,3,13,,7,12,4.80,4.06,1.65,0,0,1,0,0
1073,2016,3,18,,5,2,2.12,3.79,3.04,0,3,1,0,0
1074,2016,3,19,,12,1,1.77,3.90,4.11,0,0,0,0,0
1075,2016,3,19,,3,10,5.76,4.29,1.53,0,2,2,0,0
