gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore
1041,2017,5,6,,3,6,4.65,29.24,1.19,,24,62
1042,2017,5,6,,10,17,1.04,47.25,9.82,,46,39
1043,2017,5,12,,1,4,1.07,42.42,8.24,,50,32
1044,2017,5,12,,2,12,2.41,22.09,1.6,,6,13
1045,2017,5,13,,6,9,1.85,22.07,2,,20,12
1046,2017,5,13,,13,14,2.42,22.56,1.59,,24,29
1047,2017,5,13,,3,8,4.92,27.91,1.18,,10,17
1048,2017,5,13,,11,15,4.85,30.31,1.18,,35,32
1049,2017,5,13,,10,7,1.13,32.84,5.88,,6,16
1050,2017,5,19,,5,6,2.21,22.56,1.7,,24,31
1051,2017,5,19,,16,1,1.95,22.85,1.89,,30,22
1052,2017,5,20,,9,4,1.02,55.33,13.7,,61,7
1053,2017,5,20,,7,8,4.78,27.69,1.19,,6,55
1054,2017,5,20,,17,15,4.59,29.77,1.2,,17,38
1055,2017,5,20,,12,3,1.12,33.2,6.24,,51,14
1056,2017,5,20,,11,2,2.66,23,1.49,,10,19
1057,2017,5,21,,18,13,1.15,31.27,5.44,,50,23
1058,2017,5,26,,1,5,2.67,22.64,1.5,,16,16
1059,2017,5,26,,14,7,1.33,25.69,3.36,,26,40
1060,2017,5,27,,17,4,2.12,22.4,1.75,,7,47
1061,2017,5,27,,8,18,1.09,37.1,7.01,,44,28
1062,2017,5,27,,13,6,11.25,49.57,1.03,,19,41
1063,2017,5,27,,3,9,7.39,39,1.08,,20,34
1064,2017,5,27,,15,16,1.77,21.57,2.11,,22,10
1065,2017,5,27,,10,2,1.57,21.87,2.46,,15,39
1066,2017,5,28,,12,11,1.03,53.84,11.83,,54,10
1067,2017,6,2,,1,14,1.13,32.46,5.83,,34,29
1068,2017,6,3,,6,8,1.36,24.53,3.21,,25,22
1069,2017,6,3,,5,18,1.11,34.65,6.33,,46,31
1070,2017,6,3,,2,13,1.11,33.66,6.56,,32,3
1071,2017,6,3,,7,9,8.82,41.53,1.06,,12,34
1072,2017,6,9,,9,5,1.33,24.44,3.45,,14,17
1073,2017,6,30,,15,3,1.22,27.33,4.33,,17,30
1074,2017,6,30,,10,11,1.21,28.37,4.48,,30,31
1075,2017,7,1,,4,16,2.93,24.18,1.42,,34,40
1076,2017,7,1,,12,17,1.01,47.19,20.74,,94,7
1077,2017,7,7,,14,2,3.21,24.15,1.36,,16,15
1078,2017,7,7,,7,13,1.31,25.74,3.48,,31,22
1079,2017,7,8,,18,10,1.19,27.84,4.8,,27,40
1080,2017,7,8,,3,11,1.26,27.66,3.94,,30,31
1081,2017,7,8,,16,17,1.01,57.07,19.98,,52,15
1082,2017,7,14,,8,14,1.04,48.96,9.91,,40,17
1083,2017,7,14,,13,10,2.84,26.2,1.43,,29,32
1084,2017,7,15,,11,4,1.54,23.39,2.52,,20,21
1085,2017,7,15,,17,1,15.52,49.58,1.02,,48,21
1086,2017,7,15,,5,2,1.06,41.11,8.34,,28,10
1087,2017,7,15,,9,6,1.66,21.71,2.28,,31,22
1088,2017,7,15,,7,18,1.94,21.09,1.9,,40,11
1089,2017,7,15,,3,16,2.49,23.41,1.56,,33,41
1090,2017,7,15,,15,12,4.23,27.21,1.23,,10,27
1091,2017,7,21,,2,9,5.6,29.56,1.15,,16,35
1092,2017,7,22,,6,8,1.39,21.56,3.1,,17,0
1093,2017,7,22,,12,15,1.11,34.38,6.71,,23,21
1094,2017,7,22,,16,5,2.37,22.76,1.62,,11,17
1095,2017,7,29,,6,5,1.26,25.1,3.9,,27,13
1096,2017,7,29,,12,9,2.43,23.98,1.58,,44,29
1097,2017,8,5,,12,6,2.03,21.46,1.85,,17,25
1098,2018,2,17,,12,15,1.31,25.09,3.63,,26,19
1099,2018,2,17,,16,10,1.33,25.37,3.4,,28,20
1100,2018,2,23,,13,14,1.43,23.91,2.91,,45,19
1101,2018,2,23,,8,1,1.35,23.67,3.33,,41,34
1102,2018,2,24,,3,9,5.85,31.18,1.14,,21,19
1103,2018,2,24,,12,10,1.11,34.29,6.72,,47,27
1104,2018,2,24,,18,16,1.44,23.54,2.91,,34,27
1105,2018,2,24,,6,5,1.31,23.74,3.61,,45,23
1106,2018,2,24,,17,2,6.87,33.68,1.11,,25,32
1107,2018,3,2,,14,2,2.92,23.06,1.44,,18,10
1108,2018,3,2,,1,5,1.6,21.82,2.44,,21,27
1109,2018,3,3,,10,9,5.44,31.98,1.16,,9,34
1110,2018,3,3,,3,12,3.28,24.98,1.36,,35,49
1111,2018,3,3,,15,18,1.31,24.05,3.62,,24,24
1112,2018,3,3,,6,16,1.08,40.74,7.76,,45,28
1113,2018,3,3,,17,13,3.09,24.9,1.4,,17,37
1114,2018,3,9,,13,2,1.62,21.43,2.42,,33,10
1115,2018,3,9,,8,16,1.11,38.22,6.78,,33,15
1116,2018,3,10,,10,18,2.22,21.8,1.71,,38,28
1117,2018,3,10,,12,1,1.24,27.47,4.3,,35,38
1118,2018,3,10,,15,17,1.02,53.92,13.14,,50,22
1119,2018,3,10,,14,3,1.71,20.76,2.23,,20,14
1120,2018,3,10,,9,6,1.7,20.76,2.25,,29,19
1121,2018,3,16,,5,3,1.1,35.84,7.29,,41,28
1122,2018,3,17,,10,14,1.28,24.35,3.8,,7,18
1123,2018,3,17,,12,17,1.01,52.25,22.09,,40,38
1124,2018,3,17,,16,1,2.41,21.04,1.62,,37,20
1125,2018,3,17,,2,15,2.07,20,1.82,,24,17
1126,2018,3,17,,8,6,1.69,20.07,2.26,,25,17
1127,2018,3,18,,18,13,1.72,21.57,2.2,,51,27
1128,2018,3,23,,13,15,1.48,23.39,2.76,,46,14
1129,2018,3,23,,6,3,1.06,44.92,9.38,,33,14
1130,2018,3,24,,10,12,3.05,26.65,1.4,,49,35
1131,2018,3,24,,16,14,1.2,31.31,4.72,,25,19
1132,2018,3,24,,9,8,1.45,22.68,2.92,,29,12
1133,2018,3,24,,17,5,8.9,57.29,1.06,,10,61
1134,2018,3,30,,13,9,4.39,28.41,1.22,,19,50
1135,2018,3,30,,5,8,1.78,21.68,2.1,,27,22
1136,2018,3,31,,3,16,2.11,22.24,1.78,,33,23
1137,2018,3,31,,2,18,2.04,20.23,1.84,,17,24
1138,2018,3,31,,1,15,1.18,29.93,4.95,,40,63
1139,2018,4,1,,12,6,3,24.67,1.41,,8,14
1140,2018,4,6,,9,15,1.05,48.26,9.77,,38,37
1141,2018,4,7,,10,6,5.13,32.59,1.17,,14,40
1142,2018,4,7,,12,16,1.38,25.16,3.19,,52,31
1143,2018,4,7,,2,14,1.56,21.26,2.53,,45,21
1144,2018,4,7,,5,1,1.28,25.77,3.85,,21,19
1145,2018,4,7,,17,18,6.53,35.38,1.12,,29,50
1146,2018,4,13,,9,5,1.28,26.72,3.7,,25,13
1147,2018,4,14,,15,3,1.4,22.84,3.07,,10,40
1148,2018,4,14,,18,14,1.27,25.85,3.9,,37,16
1149,2018,4,14,,8,2,1.09,44.04,7.03,,43,17
1150,2018,4,14,,13,10,1.22,30.89,4.4,,22,25
1151,2018,4,14,,17,1,6.96,44.31,1.09,,10,24
1152,2018,4,20,,18,12,1.81,21.16,2.05,,0,29
1153,2018,4,20,,1,8,3.27,24.63,1.35,,16,34
1154,2018,4,21,,15,16,1.65,21.67,2.3,,24,17
1155,2018,4,21,,3,13,1.18,32.03,4.84,,28,10
1156,2018,4,21,,14,5,5.17,30.77,1.17,,12,36
1157,2018,4,21,,6,17,1.01,60.67,26.33,,33,11
1158,2018,4,22,,2,10,1.41,22.9,2.97,,20,25
1159,2018,4,27,,9,17,1,56.67,31.58,,43,15
1160,2018,4,28,,3,8,2.47,21.54,1.58,,28,29
1161,2018,4,28,,2,6,6.55,39.98,1.11,,8,21
1162,2018,4,28,,1,10,1.37,23.17,3.23,,13,20
1163,2018,4,28,,14,12,5.06,32.55,1.17,,27,22
1164,2018,4,28,,16,13,1.19,32.13,4.69,,34,18
1165,2018,5,4,,13,6,6.19,34.47,1.12,,10,55
1166,2018,5,4,,5,10,1.15,32.01,5.76,,19,23
1167,2018,5,5,,15,8,2.65,21.76,1.52,,38,12
1168,2018,5,5,,16,3,1.67,21.31,2.26,,29,17
1169,2018,5,5,,18,1,1.47,22.45,2.8,,21,24
1170,2018,5,5,,9,12,1.16,31.01,5.47,,28,19
1171,2018,5,11,,1,9,3.72,23.99,1.29,,15,36
1172,2018,5,12,,3,15,1.61,21.29,2.42,,39,33
1173,2018,5,12,,16,5,1.96,21.63,1.89,,9,15
1174,2018,5,12,,2,13,1.45,21.94,2.86,,24,27
1175,2018,5,12,,8,12,1.34,24.06,3.4,,39,27
1176,2018,5,12,,6,18,1.06,44.07,8.88,,31,29
1177,2018,5,12,,17,14,3.09,22.98,1.4,,63,28
1178,2018,5,18,,9,14,1.02,49.57,15.91,,38,34
1179,2018,5,19,,10,3,1.42,22.55,2.97,,54,24
1180,2018,5,19,,12,2,1.15,32.84,5.57,,42,24
1181,2018,5,19,,15,5,1.32,23.31,3.55,,28,24
1182,2018,5,19,,18,8,2.79,22.16,1.47,,41,12
1183,2018,5,19,,1,6,4.2,27.49,1.24,,24,32
1184,2018,5,19,,17,16,3.9,28.53,1.26,,26,23
1185,2018,5,25,,10,15,1.48,24.13,2.75,,29,13
1186,2018,5,25,,13,17,1.09,38.57,7.82,,40,13
1187,2018,5,25,,6,9,1.82,20.97,2.03,,24,13
1188,2018,5,26,,16,12,2.4,21.69,1.61,,23,26
1189,2018,5,26,,3,2,1.26,25.64,3.9,,28,38
1190,2018,5,26,,14,8,3.67,24.95,1.29,,15,18
1191,2018,5,26,,5,18,1.27,25.43,3.89,,39,27
1192,2018,6,1,,8,9,2.42,22.72,1.59,,30,14
1193,2018,6,2,,14,18,2.93,24.16,1.42,,41,52
1194,2018,6,2,,5,6,2.6,22.52,1.53,,20,34
1195,2018,6,2,,1,13,1.36,24.1,3.27,,10,20
1196,2018,6,3,,2,17,1.01,47.68,15.67,,41,31
1197,2018,6,29,,13,18,2.28,20.81,1.68,,26,31
1198,2018,6,29,,1,14,1.26,27.96,3.98,,39,16
1199,2018,6,30,,10,16,1.36,23.5,3.26,,25,14
1200,2018,6,30,,15,12,2.24,20.65,1.74,,31,24
1201,2018,6,30,,17,3,3.42,25.98,1.33,,42,37
1202,2018,6,30,,2,9,3.97,28.19,1.26,,24,12
1203,2018,6,30,,8,5,1.57,22.7,2.48,,22,45
1204,2018,7,6,,14,13,2.47,20.49,1.56,,37,23
1205,2018,7,6,,6,8,1.25,23.92,3.93,,45,22
1206,2018,7,7,,16,15,1.82,20.22,2.01,,27,16
1207,2018,7,7,,3,10,1.82,20.73,2.01,,43,34
1208,2018,7,7,,18,17,1.1,34.47,6.59,,77,25
1209,2018,7,7,,9,1,1.15,30.55,5.19,,42,24
1210,2018,7,7,,5,2,1.14,31.36,5.42,,24,19
1211,2018,7,13,,14,17,1.25,26.56,4.09,,48,27
1212,2018,7,13,,5,9,2.75,20.31,1.48,,28,24
1213,2018,7,14,,15,10,1.31,21.96,3.55,,20,10
1214,2018,7,14,,12,3,1.13,31.95,6,,38,12
1215,2018,7,14,,18,2,1.38,22.12,3.22,,31,40
1216,2018,7,14,,6,1,1.1,37.22,7.16,,54,17
1217,2018,7,14,,8,13,1.2,30.7,4.56,,43,37
1218,2018,7,20,,9,5,1.52,21.1,2.61,,32,31
1219,2018,7,21,,12,10,1.25,25.32,3.95,,40,23
1220,2018,7,21,,18,8,2.29,21.05,1.65,,30,23
1221,2018,7,21,,6,15,1.04,47.5,9.83,,40,10
1222,2018,7,28,,12,18,1.23,28.87,4.22,,44,26
1223,2018,7,28,,6,9,1.29,23.42,3.62,,30,12
1224,2018,8,4,,6,12,1.1,35.98,7.2,,37,18
1225,2019,2,15,,2,13,1.5,22.34,2.65,,27,34
1226,2019,2,15,,5,8,1.99,21.19,1.87,,27,30
1227,2019,2,16,,10,12,2.08,20.39,1.78,,16,25
1228,2019,2,16,,3,16,1.6,20.91,2.37,,40,3
1229,2019,2,16,,17,15,3.95,25.88,1.25,,10,45
1230,2019,2,16,,18,9,3,22.73,1.4,,19,20
1231,2019,2,16,,1,6,3.22,22.48,1.36,,22,24
1232,2019,2,22,,8,14,1.06,41.96,8.02,,36,31
1233,2019,2,23,,10,3,1.96,21.21,1.86,,27,12
1234,2019,2,23,,16,12,2.51,22.51,1.55,,19,17
1235,2019,2,23,,15,1,1.84,21.62,1.99,,26,7
1236,2019,2,23,,2,5,3.28,23.69,1.35,,54,17
1237,2019,2,23,,6,9,1.24,27.2,4.09,,38,22
1238,2019,2,23,,17,18,8.04,45.63,1.07,,30,31
1239,2019,3,1,,13,8,1.68,22.51,2.23,,24,19
1240,2019,3,1,,9,2,1.19,27.69,4.73,,43,13
1241,2019,3,2,,10,1,1.65,21.86,2.3,,23,19
1242,2019,3,2,,15,16,1.36,22.34,3.22,,11,16
1243,2019,3,2,,12,3,1.35,23.07,3.27,,12,30
1244,2019,3,2,,14,6,5.35,29.78,1.15,,12,22
1245,2019,3,2,,5,17,1.02,48.53,12.74,,15,30
