gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awaywinodds,overtime,homescore,awayscore
571,2011,8,19,,1,6,1.65,19.3,2.21,-1,26,24
572,2011,8,19,,7,12,1.64,18.9,2.23,0,8,6
573,2011,8,20,,4,16,1.48,20.2,2.66,0,36,25
574,2011,8,20,,3,9,2.93,20.6,1.39,0,12,26
575,2011,8,20,,10,14,1.68,18.7,2.17,0,26,18
576,2011,8,21,,15,13,1.28,21.8,3.53,0,31,12
577,2011,8,21,,5,2,1.25,22,3.86,0,27,16
578,2011,8,22,,11,8,2.29,18.9,1.6,0,6,26
579,2011,8,26,,5,7,1.58,19.2,2.36,0,18,4
580,2011,8,26,,13,4,1.75,18.7,2.05,-1,12,13
581,2011,8,27,,6,16,1.09,29.6,6.26,0,28,20
582,2011,8,27,,14,3,1.53,19.5,2.47,0,18,19
583,2011,8,27,,2,11,1.73,18.3,2.09,0,32,22
584,2011,8,28,,8,1,1.52,19.5,2.52,0,22,10
585,2011,8,28,,12,9,1.47,19.9,2.65,0,26,22
586,2011,8,29,,15,10,1.05,35,7.86,0,39,10
587,2011,9,2,,11,1,1.82,17.2,1.98,0,40,24
588,2011,9,2,,12,3,1.18,23.8,4.68,0,32,12
589,2011,9,3,,16,15,4.14,23.2,1.21,0,22,30
590,2011,9,3,,10,13,2.01,17.6,1.79,0,12,32
591,2011,9,3,,9,6,1.44,19.6,2.72,0,18,6
592,2011,9,4,,4,7,2.78,19.8,1.44,0,40,8
593,2011,9,4,,8,5,1.21,23.4,4.16,0,18,10
594,2011,9,4,,2,14,1.29,21.6,3.51,0,36,22
595,2011,9,9,,15,12,2.11,18.63,1.72,0,21,12
596,2011,9,10,,5,6,1.43,20.5,2.81,0,42,8
597,2011,9,10,,8,9,1.64,18.88,2.23,0,40,10
598,2011,9,11,,7,11,1.27,21.75,3.68,0,18,8
599,2011,9,16,,15,9,1.31,21.25,3.36,0,20,22
600,2011,9,17,,8,12,1.62,17.88,2.3,-1,13,12
601,2011,9,23,,5,8,1.39,20,2.91,0,26,14
602,2011,9,24,,7,9,1.39,20.6,2.97,0,12,20
603,2011,10,2,,5,9,1.47,20.2,2.67,0,24,10
604,2012,3,1,,11,12,1.61,18.24,2.37,-1,14,15
605,2012,3,2,,13,8,2.43,19.75,1.57,0,6,18
606,2012,3,3,,6,10,1.48,19.68,2.7,0,0,18
607,2012,3,3,,3,2,2.02,17.69,1.84,0,14,22
608,2012,3,3,,14,7,2.44,18.79,1.57,0,19,24
609,2012,3,4,,15,16,1.45,19.79,2.81,-1,17,16
610,2012,3,4,,9,5,1.67,18.9,2.23,0,20,26
611,2012,3,5,,1,4,1.79,19.29,2.05,0,20,24
612,2012,3,9,,8,6,1.46,20.79,2.72,0,26,28
613,2012,3,9,,5,15,1.99,20.08,1.84,0,22,18
614,2012,3,10,,2,12,2.4,20.13,1.58,0,30,4
615,2012,3,10,,10,14,1.7,19.99,2.17,0,12,24
616,2012,3,11,,7,1,1.43,21.49,2.84,0,24,10
617,2012,3,11,,4,3,1.52,20.1,2.49,0,0,18
618,2012,3,11,,16,11,2.14,19.62,1.72,0,6,18
619,2012,3,12,,13,9,2.42,20.36,1.56,0,20,36
620,2012,3,16,,11,8,1.92,19.13,1.9,0,10,24
621,2012,3,16,,12,15,1.83,19.19,1.99,0,36,12
622,2012,3,17,,6,13,1.34,22.5,3.26,0,42,6
623,2012,3,17,,10,7,3.01,22.63,1.38,0,6,30
624,2012,3,18,,3,1,1.82,19.79,1.97,0,24,40
625,2012,3,18,,4,14,1.83,19.14,1.97,0,14,8
626,2012,3,18,,9,2,1.49,19.5,2.58,0,18,32
627,2012,3,19,,16,5,2.75,21.44,1.44,0,17,14
628,2012,3,23,,1,8,2.1,18.45,1.74,0,12,20
629,2012,3,23,,13,3,2.08,18.2,1.77,0,6,39
630,2012,3,24,,6,16,1.42,20.5,2.87,0,14,20
631,2012,3,24,,12,5,1.69,19.56,2.18,0,17,6
632,2012,3,24,,9,10,1.21,24.75,4.35,0,26,6
633,2012,3,25,,2,11,1.45,21.33,2.75,0,6,20
634,2012,3,25,,7,4,1.2,25.38,4.38,0,44,4
635,2012,3,26,,15,14,1.4,21.13,2.99,0,16,30
636,2012,3,30,,8,12,1.55,19.3,2.43,0,28,20
637,2012,3,30,,7,11,1.34,20.2,3.22,0,34,22
638,2012,3,31,,4,9,3.42,21.4,1.3,0,26,8
639,2012,3,31,,13,5,2.69,20,1.45,0,29,20
640,2012,3,31,,3,16,1.72,18.5,2.1,0,14,15
641,2012,4,1,,15,1,2.45,19.5,1.53,0,16,17
642,2012,4,1,,10,2,2.66,20,1.46,0,20,30
643,2012,4,2,,14,6,1.6,20.06,2.33,0,6,22
644,2012,4,6,,15,8,2.45,19.44,1.55,0,14,18
645,2012,4,6,,1,2,2.19,18.67,1.68,0,20,10
646,2012,4,7,,16,12,2.19,19.39,1.67,0,12,0
647,2012,4,7,,10,4,2.11,18.67,1.73,0,12,18
648,2012,4,8,,6,7,2.38,20.19,1.58,0,18,42
649,2012,4,8,,11,13,1.43,20.67,2.83,0,14,6
650,2012,4,8,,14,9,2.14,19.11,1.71,0,32,12
651,2012,4,9,,5,3,1.43,20.89,2.79,0,30,0
652,2012,4,13,,8,14,1.33,21.63,3.3,0,30,6
653,2012,4,13,,12,11,1.56,19.83,2.44,0,12,4
654,2012,4,14,,5,10,1.19,23.44,4.62,0,14,26
655,2012,4,14,,4,6,2.25,19.33,1.66,0,12,50
656,2012,4,14,,7,2,1.25,23.13,3.84,0,12,6
657,2012,4,15,,3,15,2.44,19.44,1.57,0,0,30
658,2012,4,15,,16,13,1.44,21.22,2.76,0,24,18
659,2012,4,15,,9,1,1.56,19.83,2.42,0,44,22
660,2012,4,25,,7,9,1.33,21.88,3.29,0,32,14
661,2012,4,25,,12,4,1.39,21.69,2.98,0,28,24
662,2012,4,27,,8,10,1.2,23.25,4.48,0,26,6
663,2012,4,27,,2,5,2.02,18.5,1.82,0,10,12
664,2012,4,28,,1,6,1.94,16.94,1.89,0,20,16
665,2012,4,29,,13,15,2.77,20.88,1.45,0,30,31
666,2012,4,29,,14,16,1.93,16.94,1.9,0,22,44
667,2012,4,30,,11,3,1.31,21,3.33,0,34,14
668,2012,5,4,,6,12,1.61,19.38,2.33,0,30,6
669,2012,5,4,,13,2,2.75,20.38,1.45,0,12,46
670,2012,5,5,,10,15,3.47,21.75,1.31,-1,14,15
671,2012,5,5,,3,7,5.72,27.06,1.13,0,10,44
672,2012,5,5,,9,8,2.2,18.94,1.67,0,30,20
673,2012,5,6,,4,11,1.58,20.44,2.38,0,24,6
674,2012,5,6,,5,14,1.19,25.31,4.54,0,18,12
675,2012,5,7,,1,16,1.77,18.59,2.06,0,34,28
676,2012,5,11,,2,10,1.3,22.57,3.53,0,14,25
677,2012,5,11,,8,5,1.97,18.64,1.85,0,22,24
678,2012,5,12,,11,6,2.3,19.71,1.61,0,12,32
679,2012,5,12,,9,4,1.35,21.64,3.22,0,30,26
680,2012,5,13,,16,7,3.71,23.71,1.27,0,12,10
681,2012,5,13,,14,13,1.4,21.71,2.97,0,40,34
682,2012,5,14,,3,12,3.24,22.43,1.34,-1,13,12
683,2012,5,18,,15,9,1.96,17.56,1.87,0,24,22
684,2012,5,19,,6,3,1.44,20.75,2.79,0,30,28
685,2012,5,20,,12,1,1.98,17.81,1.85,-1,18,19
686,2012,5,20,,5,4,1.45,20.06,2.78,0,18,10
687,2012,5,21,,2,16,1.42,20.36,2.9,0,26,6
688,2012,5,25,,7,8,1.42,20.75,2.91,0,34,10
689,2012,5,25,,1,14,1.24,23,4.05,0,36,18
690,2012,5,26,,12,13,1.39,21.25,3.04,0,14,12
691,2012,5,26,,11,10,1.51,19.75,2.57,0,14,24
692,2012,5,27,,15,6,1.61,19.25,2.34,0,26,18
693,2012,5,27,,3,5,3.02,21.25,1.39,0,22,4
694,2012,5,28,,4,2,2.4,19.5,1.58,0,12,30
695,2012,6,1,,10,6,2.22,19.44,1.67,0,28,12
696,2012,6,1,,5,12,1.44,21.13,2.79,0,20,8
697,2012,6,2,,2,1,2.01,18.94,1.8,0,23,18
698,2012,6,2,,14,15,2.73,21.06,1.46,0,0,40
699,2012,6,3,,8,11,1.17,25.25,4.91,0,50,24
700,2012,6,3,,9,7,2.43,20.06,1.56,0,12,22
701,2012,6,4,,13,16,2.71,20.44,1.47,0,29,20
702,2012,6,8,,7,15,2.77,20.57,1.45,0,6,10
703,2012,6,9,,11,14,1.54,19.75,2.5,0,16,32
704,2012,6,10,,4,8,1.65,20.21,2.25,0,22,40
705,2012,6,10,,16,10,1.61,19.14,2.33,0,22,12
706,2012,6,11,,3,9,2.82,20.33,1.44,0,16,30
707,2012,6,15,,6,8,1.72,18.89,2.15,0,12,0
708,2012,6,15,,12,2,2.27,19.86,1.64,0,20,28
709,2012,6,16,,13,1,2.62,20.75,1.49,0,6,24
710,2012,6,16,,16,9,2.31,19.81,1.63,0,20,19
711,2012,6,17,,15,4,1.37,22.06,3.05,0,28,42
712,2012,6,17,,10,3,1.49,20.5,2.62,0,36,18
713,2012,6,18,,5,7,1.58,19.94,2.39,0,22,26
714,2012,6,22,,8,1,1.44,20.88,2.79,0,26,12
715,2012,6,22,,12,10,1.45,20.75,2.78,0,8,6
716,2012,6,23,,3,13,1.67,18.81,2.21,-1,18,19
717,2012,6,23,,6,14,1.25,23.5,3.88,0,40,18
718,2012,6,24,,4,5,2.57,20.06,1.51,0,14,52
719,2012,6,24,,2,7,2.21,19.31,1.68,0,20,4
720,2012,6,25,,11,15,2.79,20.75,1.44,0,38,20
721,2012,6,29,,8,16,1.56,19.31,2.43,0,12,26
722,2012,6,30,,13,11,2.09,19.25,1.75,0,12,20
723,2012,7,1,,1,3,1.19,23.38,4.64,0,38,12
724,2012,7,1,,9,6,1.17,24.86,4.86,0,35,18
725,2012,7,2,,14,12,2.37,19.94,1.59,0,22,18
726,2012,7,6,,15,2,2.77,20.75,1.45,0,20,32
727,2012,7,7,,10,9,2.69,20.57,1.47,0,14,32
728,2012,7,7,,7,14,1.21,23.13,4.4,0,12,40
729,2012,7,8,,5,13,1.13,28,5.57,0,40,24
730,2012,7,8,,1,11,1.25,23.63,3.92,0,34,14
731,2012,7,9,,16,4,1.5,20.81,2.61,-1,14,14
732,2012,7,13,,8,9,1.44,20.86,2.79,0,10,8
733,2012,7,13,,2,13,1.11,29.64,6.54,0,32,12
734,2012,7,14,,15,3,1.25,23,3.94,0,26,18
735,2012,7,14,,7,6,1.45,20.71,2.77,0,16,20
736,2012,7,14,,11,5,3.13,21.07,1.37,0,32,6
737,2012,7,15,,12,16,1.63,19.5,2.29,0,18,10
738,2012,7,15,,14,10,1.48,20.83,2.66,0,26,38
739,2012,7,16,,4,1,3.61,21.93,1.29,0,22,24
740,2012,7,20,,10,8,2.76,20.29,1.46,0,14,10
741,2012,7,20,,5,2,1.71,19,2.15,0,12,20
742,2012,7,21,,13,7,3.71,23.14,1.28,0,16,10
743,2012,7,21,,1,12,1.58,19.64,2.39,0,36,14
744,2012,7,21,,9,11,1.25,23,3.88,0,19,24
745,2012,7,22,,3,4,1.76,19.07,2.09,0,28,16
746,2012,7,22,,16,14,1.46,20.5,2.76,0,4,36
747,2012,7,23,,6,15,1.59,19.5,2.38,0,29,16
748,2012,7,27,,12,7,2.82,19.83,1.43,0,26,18
749,2012,7,27,,4,10,2.22,18.5,1.66,0,16,36
750,2012,7,28,,16,3,1.58,19.57,2.44,-1,20,21
751,2012,7,28,,5,9,1.47,20.5,2.68,0,24,22
752,2012,7,28,,2,6,1.58,20.36,2.4,0,32,18
753,2012,7,29,,1,15,1.31,22,3.51,0,32,6
754,2012,7,29,,14,11,1.6,20.17,2.37,0,6,36
755,2012,7,30,,8,13,1.28,22.43,3.74,0,22,42
756,2012,8,3,,4,12,2.49,20,1.54,0,26,10
757,2012,8,4,,6,5,1.72,18.94,2.13,0,6,8
758,2012,8,4,,11,2,2.41,19.56,1.58,0,10,26
759,2012,8,4,,7,3,1.24,23.38,4.07,0,46,6
760,2012,8,5,,10,1,2.2,20.06,1.68,0,18,22
761,2012,8,5,,14,8,2.22,19.56,1.66,0,28,12
762,2012,8,5,,9,16,1.47,20.5,2.7,0,4,45
763,2012,8,6,,15,13,1.53,21,2.53,0,51,26
764,2012,8,10,,7,10,1.32,22.75,3.41,0,24,16
765,2012,8,10,,1,5,1.85,18.69,1.98,0,6,23
766,2012,8,11,,6,9,1.34,22.69,3.26,0,52,12
767,2012,8,11,,15,12,1.57,20.63,2.41,0,22,12
768,2012,8,11,,13,4,1.98,18.75,1.84,0,36,22
769,2012,8,12,,2,8,1.31,22.5,3.5,0,22,14
770,2012,8,12,,3,14,2.04,18.86,1.79,0,10,20
771,2012,8,13,,11,16,1.76,19.19,2.07,0,26,4
772,2012,8,17,,8,7,2.38,20.29,1.59,0,18,19
773,2012,8,17,,2,15,1.43,20.86,2.86,-1,23,22
774,2012,8,18,,16,1,2.71,20.71,1.47,0,20,7
775,2012,8,18,,14,4,1.39,21.14,3.01,0,24,20
776,2012,8,19,,5,11,1.36,21.28,3.18,0,42,20
777,2012,8,19,,10,13,1.39,21.43,3.03,0,24,16
778,2012,8,19,,9,3,1.36,21.86,3.16,0,16,18
779,2012,8,20,,12,6,2.39,20.57,1.58,0,22,32
780,2012,8,24,,14,2,2.5,20.17,1.53,0,34,6
781,2012,8,24,,5,8,1.45,20.67,2.76,0,16,6
782,2012,8,25,,6,11,1.31,22.67,3.4,0,22,14
783,2012,8,25,,12,9,1.48,20.67,2.61,0,38,6
784,2012,8,25,,3,10,2.4,19.08,1.57,0,36,22
785,2012,8,26,,1,13,1.16,25.67,5,0,38,6
786,2012,8,26,,4,15,2.48,20.17,1.54,0,44,20
787,2012,8,27,,7,16,1.35,21.83,3.17,0,20,18
788,2012,8,31,,8,3,1.19,24.22,4.54,0,19,12
789,2012,8,31,,11,1,2.36,19.89,1.59,0,6,18
790,2012,9,1,,2,4,1.16,25,5.12,0,42,10
791,2012,9,1,,15,7,2.39,19.06,1.6,0,6,26
792,2012,9,1,,10,5,4.26,22.33,1.22,0,16,24
793,2012,9,2,,13,12,2,18.06,1.83,0,8,29
794,2012,9,2,,16,6,1.51,19.06,2.59,0,22,36
795,2012,9,2,,9,14,2.38,19.61,1.59,0,22,42
796,2012,9,7,,2,5,2.09,18.35,1.77,0,16,10
797,2012,9,8,,6,8,1.41,20.45,2.92,0,33,16
798,2012,9,8,,7,1,1.62,19.15,2.33,0,24,6
799,2012,9,9,,14,16,1.64,19.05,2.28,0,34,16
800,2012,9,14,,5,6,1.87,18.09,1.96,0,22,12
801,2012,9,15,,1,14,1.4,20.76,2.99,0,38,16
802,2012,9,21,,7,5,1.61,18.82,2.35,0,40,12
803,2012,9,22,,2,1,1.46,20.58,2.76,0,32,8
804,2012,9,30,,2,7,2.07,18.46,1.79,0,4,14
805,2013,3,7,,4,1,2.33,18.17,1.61,0,10,28
806,2013,3,8,,8,5,1.58,17.33,2.44,0,14,22
807,2013,3,9,,2,6,2.09,17.67,1.78,0,12,24
808,2013,3,9,,13,9,1.78,17.83,2.07,0,40,10
809,2013,3,10,,16,10,1.54,22,2.62,0,12,10
810,2013,3,10,,7,12,1.23,21.83,4.2,0,30,10
811,2013,3,10,,3,14,1.94,17.5,1.9,0,32,10
812,2013,3,11,,11,15,1.47,19,2.69,0,42,10
813,2013,3,14,,13,2,2.28,19.14,1.64,0,16,20
814,2013,3,15,,12,8,2.14,18,1.73,0,6,22
815,2013,3,16,,6,7,1.86,17.71,1.98,0,10,32
816,2013,3,16,,9,4,2.22,18.86,1.68,0,14,16
817,2013,3,17,,5,11,1.69,18.83,2.22,0,32,0
818,2013,3,17,,15,3,1.68,19.43,2.21,0,28,18
819,2013,3,17,,10,14,1.43,22.67,2.83,0,36,0
820,2013,3,18,,1,16,1.29,21.86,3.63,0,14,12
821,2013,3,21,,7,2,1.22,21.67,4.32,0,22,18
822,2013,3,22,,15,13,1.72,17.83,2.16,0,31,18
823,2013,3,23,,4,8,1.47,19.83,2.71,0,8,0
824,2013,3,23,,10,5,2.32,19.4,1.61,0,16,14
825,2013,3,24,,14,12,1.61,19.67,2.35,0,30,17
826,2013,3,24,,3,1,4.24,21.33,1.22,0,32,44
827,2013,3,24,,16,9,1.39,20.83,3.03,0,28,4
828,2013,3,25,,11,6,2.3,18,1.65,0,34,6
829,2013,3,28,,5,15,1.38,19.2,3.15,0,26,0
830,2013,3,29,,8,7,3.26,21.4,1.36,0,26,32
831,2013,3,29,,2,1,2,18.2,1.83,0,12,17
832,2013,3,30,,16,12,1.33,21.33,3.37,0,12,25
833,2013,3,31,,11,14,1.36,20.2,3.12,0,28,12
834,2013,3,31,,3,10,2.27,18.6,1.65,0,10,28
835,2013,4,1,,4,13,1.37,20,3.13,0,50,0
836,2013,4,1,,9,6,2.79,19.4,1.45,0,20,18
837,2013,4,5,,10,8,1.56,20,2.41,0,12,32
838,2013,4,5,,2,5,2.05,17.67,1.8,0,6,20
839,2013,4,6,,6,3,1.21,25,4.44,0,30,0
840,2013,4,6,,13,16,2.51,19.67,1.55,0,13,6
841,2013,4,7,,14,4,2.81,19.67,1.46,0,24,22
842,2013,4,7,,12,11,2.25,18.67,1.66,0,19,16
843,2013,4,7,,9,1,3.18,22,1.36,0,22,24
844,2013,4,8,,7,15,1.15,26.5,5.37,0,26,12
845,2013,4,12,,8,6,1.8,17.83,2.07,0,12,10
846,2013,4,12,,4,2,1.62,19.67,2.32,0,38,0
847,2013,4,13,,14,9,1.49,19.67,2.69,0,20,16
848,2013,4,13,,1,7,1.84,18.17,2,0,10,17
849,2013,4,13,,11,3,1.15,25.83,5.23,0,8,6
850,2013,4,14,,10,13,1.63,19,2.32,0,28,22
851,2013,4,14,,15,12,2.5,19.83,1.55,0,12,13
852,2013,4,14,,5,16,1.19,24.17,4.66,0,25,18
853,2013,4,25,,7,9,1.15,26,5.34,0,28,18
854,2013,4,25,,4,12,1.32,20.4,3.43,0,34,10
855,2013,4,26,,5,1,1.61,19.33,2.33,0,12,20
856,2013,4,27,,15,8,2.67,20.17,1.47,0,10,20
857,2013,4,27,,6,14,1.25,22.33,3.92,0,30,12
858,2013,4,28,,16,2,2.04,18,1.8,0,8,24
859,2013,4,28,,10,11,1.63,18.83,2.31,0,6,30
860,2013,4,29,,3,13,2.21,18.17,1.69,0,44,12
861,2013,5,3,,8,1,2.71,18.83,1.47,0,12,26
862,2013,5,3,,2,15,1.17,24.83,5,0,40,4
863,2013,5,4,,13,6,2.92,20.83,1.41,0,10,14
864,2013,5,4,,7,14,1.13,28.5,5.76,0,20,24
865,2013,5,5,,4,3,1.12,27.5,5.97,0,30,6
866,2013,5,5,,11,16,1.32,21.67,3.48,-1,20,21
867,2013,5,5,,9,10,1.48,19.83,2.68,0,25,24
868,2013,5,6,,12,5,2.64,19.33,1.49,0,18,24
869,2013,5,10,,1,6,1.29,21.67,3.67,0,28,10
870,2013,5,10,,15,16,2.65,20,1.49,0,6,30
871,2013,5,11,,13,8,2.72,20.08,1.47,0,19,18
872,2013,5,11,,9,2,2.52,20,1.54,0,16,24
873,2013,5,12,,3,7,5.24,25.8,1.15,0,12,10
874,2013,5,12,,10,12,1.49,20,2.67,0,15,14
875,2013,5,12,,14,11,1.57,20.33,2.4,0,44,14
876,2013,5,13,,5,4,2.11,19,1.75,0,4,16
877,2013,5,17,,8,10,1.7,19.33,2.17,0,32,6
878,2013,5,17,,1,15,1.06,30.67,8.63,0,54,10
879,2013,5,18,,6,4,2.06,18.43,1.78,0,8,12
880,2013,5,18,,3,9,1.73,19.17,2.13,0,62,6
881,2013,5,18,,12,13,1.41,22.11,2.87,0,32,12
882,2013,5,19,,11,2,2.29,19,1.64,0,44,8
883,2013,5,19,,16,14,1.77,18.6,2.09,0,30,20
884,2013,5,20,,7,5,1.38,20,3.07,-1,10,10
885,2013,5,24,,2,8,1.53,20.39,2.53,0,24,14
886,2013,5,24,,15,6,3.33,21.82,1.33,0,22,20
887,2013,5,25,,5,14,1.41,20.96,2.85,0,16,10
888,2013,5,25,,4,7,1.59,19.29,2.38,0,18,26
889,2013,5,25,,12,3,1.41,20.96,2.91,0,0,19
890,2013,5,26,,13,10,2.16,19.25,1.72,0,4,42
891,2013,5,26,,9,11,2.27,18.96,1.65,0,28,12
892,2013,5,27,,16,1,3.46,21.39,1.31,0,14,12
893,2013,5,31,,2,12,1.37,20.42,3.13,0,16,14
894,2013,6,1,,1,11,1.4,20.42,3.03,0,25,18
895,2013,6,2,,10,6,1.28,21.08,3.69,0,31,12
896,2013,6,3,,8,9,1.91,17.53,1.91,0,18,56
897,2013,6,7,,13,4,5.16,23.19,1.17,0,24,38
898,2013,6,8,,6,2,3.02,19,1.4,0,26,36
899,2013,6,8,,11,12,1.39,20.75,3.02,0,8,14
900,2013,6,9,,7,16,1.34,21.42,3.28,0,38,6
901,2013,6,9,,3,15,1.24,22.64,4.06,0,18,20
902,2013,6,9,,9,5,2.22,18.75,1.68,0,18,16
903,2013,6,10,,14,8,1.37,20.97,3.11,0,30,18
904,2013,6,14,,5,2,1.69,18,2.24,-1,30,32
905,2013,6,14,,12,6,1.51,19.4,2.61,0,16,22
906,2013,6,15,,16,13,1.15,26.45,5.37,0,32,14
907,2013,6,15,,14,3,1.24,21.58,4.18,0,24,12
908,2013,6,16,,4,9,1.27,22.18,3.81,0,12,23
909,2013,6,16,,7,11,1.19,25.25,4.77,0,16,14
910,2013,6,16,,1,10,1.32,21.48,3.44,0,30,24
911,2013,6,17,,8,15,1.28,21.88,3.77,0,32,12
912,2013,6,21,,2,4,1.32,21.68,3.5,0,18,20
913,2013,6,22,,15,14,2.96,21.84,1.41,0,17,12
914,2013,6,23,,13,1,3.76,22.48,1.28,0,10,30
915,2013,6,24,,10,7,1.36,21.28,3.2,0,18,12
916,2013,6,28,,1,14,1.22,25.22,4.31,0,32,2
917,2013,6,29,,3,12,1.65,20.44,2.3,0,25,10
918,2013,6,29,,15,7,2.63,20.56,1.51,0,22,4
919,2013,6,30,,6,16,1.47,21.56,2.72,0,24,4
920,2013,6,30,,9,8,1.35,23.44,3.23,0,18,16
921,2013,6,30,,11,10,1.57,21.44,2.44,0,46,16
922,2013,7,1,,4,5,1.68,20,2.23,0,18,12
923,2013,7,5,,16,15,1.51,20.2,2.63,0,36,22
924,2013,7,5,,7,8,1.28,23.28,3.73,0,32,0
925,2013,7,6,,10,3,1.8,19.19,2.03,0,18,40
926,2013,7,6,,12,4,4.33,24.56,1.22,0,0,36
927,2013,7,7,,1,9,1.3,23.48,3.62,0,30,13
928,2013,7,7,,2,11,1.5,20.4,2.64,0,12,18
929,2013,7,7,,14,6,1.62,20.28,2.34,0,26,18
930,2013,7,8,,5,13,1.11,29.45,6.62,0,50,10
931,2013,7,12,,8,16,2.31,20,1.64,0,18,19
932,2013,7,13,,13,3,3.9,22.38,1.27,0,10,17
933,2013,7,14,,2,7,1.23,24.89,4.16,0,39,0
934,2013,7,15,,6,5,3.11,21.89,1.38,0,14,34
935,2013,7,19,,15,9,2.3,18.63,1.64,0,14,24
936,2013,7,20,,4,16,1.23,22.63,4.26,0,40,0
937,2013,7,20,,14,13,1.1,28.5,7,0,14,0
938,2013,7,21,,5,10,1.13,28.56,5.87,0,38,20
939,2013,7,21,,3,11,1.99,19.28,1.85,0,14,32
940,2013,7,22,,1,12,1.12,29.44,6.23,-1,18,22
941,2013,7,26,,2,13,1.07,31.67,8.88,0,40,12
942,2013,7,26,,6,8,1.47,20.33,2.74,0,16,18
943,2013,7,27,,10,1,3.07,21.44,1.38,0,4,32
944,2013,7,27,,12,14,2.1,19.44,1.77,0,18,22
945,2013,7,28,,11,4,2.74,21.25,1.47,0,12,28
946,2013,7,28,,16,3,1.49,20.67,2.66,0,38,10
947,2013,7,28,,9,7,2.13,19.44,1.74,0,30,22
948,2013,7,29,,15,5,4.6,25.5,1.2,0,18,36
949,2013,8,2,,11,8,1.53,20.88,2.54,-1,18,18
950,2013,8,2,,3,4,4.73,24.9,1.19,0,6,42
951,2013,8,3,,6,1,3.26,21.78,1.35,0,30,12
952,2013,8,3,,13,5,7.88,33.78,1.08,0,6,40
953,2013,8,3,,9,16,1.39,23.1,3.02,0,14,18
954,2013,8,4,,10,15,1.63,20.22,2.34,0,36,6
955,2013,8,4,,14,7,2.4,20.22,1.59,0,4,68
956,2013,8,5,,12,2,2.78,21.08,1.45,0,20,39
957,2013,8,9,,7,1,1.33,23.11,3.42,0,26,8
958,2013,8,9,,13,15,1.61,20.44,2.36,0,26,22
959,2013,8,10,,16,11,1.51,20.11,2.64,0,14,18
960,2013,8,10,,4,14,1.17,27.44,5.04,0,28,22
961,2013,8,11,,3,6,2.63,20.89,1.51,0,4,36
962,2013,8,11,,8,12,1.31,23.33,3.5,0,26,24
963,2013,8,11,,5,9,1.37,23.11,3.1,0,27,12
964,2013,8,12,,2,10,1.14,28.11,5.51,0,16,26
965,2013,8,16,,8,13,1.16,26.98,5.24,0,22,12
966,2013,8,16,,1,5,2.04,18.48,1.82,0,22,10
967,2013,8,17,,12,16,3.97,22.6,1.25,0,18,22
968,2013,8,17,,6,10,1.31,22.23,3.47,0,22,10
969,2013,8,17,,14,2,1.86,18.73,1.99,0,16,28
970,2013,8,18,,11,7,2.68,20.13,1.49,0,10,23
971,2013,8,18,,9,3,1.14,26.28,5.36,0,24,28
972,2013,8,19,,15,4,9.9,36.05,1.05,0,14,56
973,2013,8,23,,3,8,2.1,20,1.76,0,28,12
974,2013,8,23,,1,2,1.36,22.11,3.27,0,28,20
975,2013,8,24,,6,11,1.57,20.36,2.47,0,26,6
976,2013,8,24,,10,9,1.97,19.43,1.88,0,22,24
977,2013,8,24,,12,15,1.42,20.73,2.9,0,18,34
978,2013,8,25,,7,13,1.03,40.83,13.2,0,64,4
979,2013,8,25,,14,5,2.88,20.58,1.43,0,22,36
980,2013,8,26,,16,4,3.12,20.83,1.38,0,32,2
981,2013,8,30,,8,11,1.7,19.59,2.17,0,18,26
982,2013,8,30,,15,1,10.41,36.23,1.04,0,18,32
983,2013,8,31,,5,7,2.24,19.2,1.67,0,28,8
984,2013,8,31,,2,3,1.42,20.84,2.95,0,34,14
985,2013,8,31,,9,14,1.3,22.02,3.6,0,50,16
986,2013,9,1,,4,10,1.04,38.77,10.77,0,22,30
987,2013,9,1,,16,6,1.69,20.57,2.24,0,18,31
988,2013,9,2,,13,12,2.22,18.86,1.69,0,26,22
989,2013,9,5,,8,2,2.69,21.28,1.48,0,16,11
990,2013,9,6,,1,4,1.51,20.65,2.61,0,12,24
991,2013,9,7,,6,15,1.14,30.38,5.5,0,50,22
992,2013,9,7,,7,10,1.12,29.83,6.12,-1,23,22
993,2013,9,7,,12,9,3.8,23.03,1.28,0,19,10
994,2013,9,8,,14,16,1.45,20.57,2.79,0,18,38
995,2013,9,8,,11,13,1.08,34.53,7.61,0,54,6
996,2013,9,8,,5,3,1.24,27.08,4.01,0,26,38
997,2013,9,13,,1,7,1.88,18.2,1.96,0,20,10
998,2013,9,14,,4,5,1.73,18.66,2.15,0,4,0
999,2013,9,14,,16,6,1.77,19.02,2.07,0,20,18
1000,2013,9,15,,2,11,1.62,20.48,2.34,0,6,22
1001,2013,9,20,,5,16,1.3,22.44,3.66,0,24,18
1002,2013,9,21,,7,11,1.35,22.31,3.28,0,16,18
1003,2013,9,27,,1,5,1.43,20.65,2.85,0,20,30
1004,2013,9,28,,4,11,1.36,20.52,3.23,0,40,14
1005,2013,10,6,,4,5,1.64,19.48,2.31,0,26,18
1006,2014,3,6,,1,4,2.23,19.18,1.66,0,28,8
1007,2014,3,7,,2,8,1.59,19.28,2.39,0,12,18
